date,structural_liquidity_bln,stress_label,stress_intensity
2016-02-07,2478.61,0,0.0
2016-02-08,2390.43,0,0.0
2016-02-09,2468.23,0,0.0
2016-02-10,2422.68,0,0.0
2016-02-11,2553.37,0,0.0
2016-02-12,2487.11,0,0.0
2016-02-13,2383.25,0,0.0
2016-02-14,2415.45,0,0.0
2016-02-15,2485.9,0,0.0
2016-02-16,2364.84,0,0.0
2016-02-17,2510.75,0,0.0
2016-02-18,2237.26,0,0.0
2016-02-19,2305.73,0,0.0
2016-02-20,2240.03,0,0.0
2016-02-21,2218.36,0,0.0
2016-02-22,2207.36,0,0.0
2016-02-23,2364.29,0,0.0
2016-02-24,2232.16,0,0.0
2016-02-25,2451.23,0,0.0
2016-02-26,2260.52,0,0.0
2016-02-27,2195.01,0,0.0
2016-02-28,2146.94,0,0.0
2016-02-29,2329.79,0,0.0
2016-03-01,2236.74,0,0.0
2016-03-02,2302.5,0,0.0
2016-03-03,2399.66,0,0.0
2016-03-04,2291.88,0,0.0
2016-03-05,2270.03,0,0.0
2016-03-06,2327.52,0,0.0
2016-03-07,2479.79,0,0.0
2016-03-08,2345.16,0,0.0
2016-03-09,2513.59,0,0.0
2016-03-10,2423.7,0,0.0
2016-03-11,2526.61,0,0.0
2016-03-12,2459.12,0,0.0
2016-03-13,2503.35,0,0.0
2016-03-14,2411.05,0,0.0
2016-03-15,2326.78,0,0.0
2016-03-16,2461.81,0,0.0
2016-03-17,2488.43,0,0.0
2016-03-18,2208.5,0,0.0
2016-03-19,2231.26,0,0.0
2016-03-20,2100.33,0,0.0
2016-03-21,2233.95,0,0.0
2016-03-22,2162.56,0,0.0
2016-03-23,2277.25,0,0.0
2016-03-24,2265.21,0,0.0
2016-03-25,2244.23,0,0.0
2016-03-26,2329.03,0,0.0
2016-03-27,2258.54,0,0.0
2016-03-28,2255.28,0,0.0
2016-03-29,2263.44,0,0.0
2016-03-30,2204.49,0,0.0
2016-03-31,2306.65,0,0.0
2016-04-01,2182.49,0,0.0
2016-04-02,2269.39,0,0.0
2016-04-03,2320.98,0,0.0
2016-04-04,2174.91,0,0.0
2016-04-05,2154.24,0,0.0
2016-04-06,2173.5,0,0.0
2016-04-07,2359.36,0,0.0
2016-04-08,2381.53,0,0.0
2016-04-09,2343.0,0,0.0
2016-04-10,2444.74,0,0.0
2016-04-11,2243.78,0,0.0
2016-04-12,2358.68,0,0.0
2016-04-13,2512.56,0,0.0
2016-04-14,2358.46,0,0.0
2016-04-15,2403.53,0,0.0
2016-04-16,2439.53,0,0.0
2016-04-17,2439.5,0,0.0
2016-04-18,2205.68,0,0.0
2016-04-19,2275.75,0,0.0
2016-04-20,2334.19,0,0.0
2016-04-21,2171.14,0,0.0
2016-04-22,2208.62,0,0.0
2016-04-23,2233.24,0,0.0
2016-04-24,2285.54,0,0.0
2016-04-25,2242.18,0,0.0
2016-04-26,2231.75,0,0.0
2016-04-27,2139.3,0,0.0
2016-04-28,2166.35,0,0.0
2016-04-29,2252.53,0,0.0
2016-04-30,2206.61,0,0.0
2016-05-01,2217.79,0,0.0
2016-05-02,2236.02,0,0.0
2016-05-03,2392.27,0,0.0
2016-05-04,2207.76,0,0.0
2016-05-05,2330.28,0,0.0
2016-05-06,2505.57,0,0.0
2016-05-07,2472.46,0,0.0
2016-05-08,2365.18,0,0.0
2016-05-09,2429.24,0,0.0
2016-05-10,2395.0,0,0.0
2016-05-11,2551.39,0,0.0
2016-05-12,2447.22,0,0.0
2016-05-13,2406.75,0,0.0
2016-05-14,2536.71,0,0.0
2016-05-15,2397.87,0,0.0
2016-05-16,2456.73,0,0.0
2016-05-17,2466.63,0,0.0
2016-05-18,2263.66,0,0.0
2016-05-19,2234.28,0,0.0
2016-05-20,2295.75,0,0.0
2016-05-21,2200.49,0,0.0
2016-05-22,2313.96,0,0.0
2016-05-23,2223.41,0,0.0
2016-05-24,2328.8,0,0.0
2016-05-25,2310.0,0,0.0
2016-05-26,2277.84,0,0.0
2016-05-27,2236.43,0,0.0
2016-05-28,2314.13,0,0.0
2016-05-29,2279.74,0,0.0
2016-05-30,2033.72,0,0.0
2016-05-31,2189.82,0,0.0
2016-06-01,2254.13,0,0.0
2016-06-02,2261.53,0,0.0
2016-06-03,2289.51,0,0.0
2016-06-04,2344.42,0,0.0
2016-06-05,2462.08,0,0.0
2016-06-06,2288.68,0,0.0
2016-06-07,2437.22,0,0.0
2016-06-08,2503.62,0,0.0
2016-06-09,2432.08,0,0.0
2016-06-10,2438.28,0,0.0
2016-06-11,2393.17,0,0.0
2016-06-12,2487.24,0,0.0
2016-06-13,2402.83,0,0.0
2016-06-14,2464.58,0,0.0
2016-06-15,2454.16,0,0.0
2016-06-16,2430.09,0,0.0
2016-06-17,2458.3,0,0.0
2016-06-18,2260.22,0,0.0
2016-06-19,2330.42,0,0.0
2016-06-20,2291.67,0,0.0
2016-06-21,2315.55,0,0.0
2016-06-22,2198.61,0,0.0
2016-06-23,2194.84,0,0.0
2016-06-24,2252.95,0,0.0
2016-06-25,2297.91,0,0.0
2016-06-26,2284.05,0,0.0
2016-06-27,2201.0,0,0.0
2016-06-28,2300.9,0,0.0
2016-06-29,2209.69,0,0.0
2016-06-30,2294.63,0,0.0
2016-07-01,2269.8,0,0.0
2016-07-02,2236.9,0,0.0
2016-07-03,2217.04,0,0.0
2016-07-04,2260.9,0,0.0
2016-07-05,2258.01,0,0.0
2016-07-06,2184.95,0,0.0
2016-07-07,2292.49,0,0.0
2016-07-08,2508.92,0,0.0
2016-07-09,2490.06,0,0.0
2016-07-10,2454.99,0,0.0
2016-07-11,2405.66,0,0.0
2016-07-12,2443.69,0,0.0
2016-07-13,2427.17,0,0.0
2016-07-14,2444.2,0,0.0
2016-07-15,2497.41,0,0.0
2016-07-16,2429.94,0,0.0
2016-07-17,2317.96,0,0.0
2016-07-18,2309.79,0,0.0
2016-07-19,2284.07,0,0.0
2016-07-20,2268.44,0,0.0
2016-07-21,2182.81,0,0.0
2016-07-22,2205.49,0,0.0
2016-07-23,2213.55,0,0.0
2016-07-24,2222.57,0,0.0
2016-07-25,2229.12,0,0.0
2016-07-26,2184.64,0,0.0
2016-07-27,2401.78,0,0.0
2016-07-28,2360.04,0,0.0
2016-07-29,2280.91,0,0.0
2016-07-30,2261.19,0,0.0
2016-07-31,2382.6,0,0.0
2016-08-01,2369.92,0,0.0
2016-08-02,2216.79,0,0.0
2016-08-03,2281.49,0,0.0
2016-08-04,2254.05,0,0.0
2016-08-05,2428.92,0,0.0
2016-08-06,2436.19,0,0.0
2016-08-07,2441.91,0,0.0
2016-08-08,2461.71,0,0.0
2016-08-09,2462.62,0,0.0
2016-08-10,2542.57,0,0.0
2016-08-11,2397.19,0,0.0
2016-08-12,2513.04,0,0.0
2016-08-13,2380.87,0,0.0
2016-08-14,2466.7,0,0.0
2016-08-15,2519.69,0,0.0
2016-08-16,2489.43,0,0.0
2016-08-17,2432.46,0,0.0
2016-08-18,2292.11,0,0.0
2016-08-19,2381.58,0,0.0
2016-08-20,2236.31,0,0.0
2016-08-21,2312.19,0,0.0
2016-08-22,2338.69,0,0.0
2016-08-23,2251.34,0,0.0
2016-08-24,2389.97,0,0.0
2016-08-25,2412.54,0,0.0
2016-08-26,2349.51,0,0.0
2016-08-27,2350.27,0,0.0
2016-08-28,2167.28,0,0.0
2016-08-29,2194.41,0,0.0
2016-08-30,2275.41,0,0.0
2016-08-31,2238.79,0,0.0
2016-09-01,2322.86,0,0.0
2016-09-02,2097.75,0,0.0
2016-09-03,2323.74,0,0.0
2016-09-04,2272.71,0,0.0
2016-09-05,2429.57,0,0.0
2016-09-06,2589.38,0,0.0
2016-09-07,2446.09,0,0.0
2016-09-08,2361.7,0,0.0
2016-09-09,2497.16,0,0.0
2016-09-10,2492.98,0,0.0
2016-09-11,2457.52,0,0.0
2016-09-12,2622.34,0,0.0
2016-09-13,2483.86,0,0.0
2016-09-14,2536.86,0,0.0
2016-09-15,2492.59,0,0.0
2016-09-16,2554.88,0,0.0
2016-09-17,2451.5,0,0.0
2016-09-18,2224.59,0,0.0
2016-09-19,2344.2,0,0.0
2016-09-20,2314.6,0,0.0
2016-09-21,2347.56,0,0.0
2016-09-22,2256.51,0,0.0
2016-09-23,2328.54,0,0.0
2016-09-24,2194.43,0,0.0
2016-09-25,2267.61,0,0.0
2016-09-26,2253.73,0,0.0
2016-09-27,2332.52,0,0.0
2016-09-28,2269.56,0,0.0
2016-09-29,2212.55,0,0.0
2016-09-30,2265.6,0,0.0
2016-10-01,2342.2,0,0.0
2016-10-02,2312.58,0,0.0
2016-10-03,2256.4,0,0.0
2016-10-04,2360.15,0,0.0
2016-10-05,2408.12,0,0.0
2016-10-06,2366.22,0,0.0
2016-10-07,2157.94,0,0.0
2016-10-08,2504.13,0,0.0
2016-10-09,2480.28,0,0.0
2016-10-10,2357.97,0,0.0
2016-10-11,2407.21,0,0.0
2016-10-12,2543.82,0,0.0
2016-10-13,2504.76,0,0.0
2016-10-14,2498.73,0,0.0
2016-10-15,2452.04,0,0.0
2016-10-16,2565.46,0,0.0
2016-10-17,2415.99,0,0.0
2016-10-18,2259.03,0,0.0
2016-10-19,2296.91,0,0.0
2016-10-20,2219.21,0,0.0
2016-10-21,2261.91,0,0.0
2016-10-22,2389.05,0,0.0
2016-10-23,2266.0,0,0.0
2016-10-24,2372.47,0,0.0
2016-10-25,2363.82,0,0.0
2016-10-26,2312.45,0,0.0
2016-10-27,2232.01,0,0.0
2016-10-28,2329.21,0,0.0
2016-10-29,2188.74,0,0.0
2016-10-30,2292.41,0,0.0
2016-10-31,2343.46,0,0.0
2016-11-01,2385.03,0,0.0
2016-11-02,2319.51,0,0.0
2016-11-03,2290.72,0,0.0
2016-11-04,2286.38,0,0.0
2016-11-05,2481.54,0,0.0
2016-11-06,2553.42,0,0.0
2016-11-07,2536.48,0,0.0
2016-11-08,2513.17,0,0.0
2016-11-09,2556.44,0,0.0
2016-11-10,2516.41,0,0.0
2016-11-11,2430.49,0,0.0
2016-11-12,2445.98,0,0.0
2016-11-13,2558.15,0,0.0
2016-11-14,2430.63,0,0.0
2016-11-15,2496.07,0,0.0
2016-11-16,2514.31,0,0.0
2016-11-17,2455.46,0,0.0
2016-11-18,2235.13,0,0.0
2016-11-19,2268.08,0,0.0
2016-11-20,2227.72,0,0.0
2016-11-21,2386.02,0,0.0
2016-11-22,2373.01,0,0.0
2016-11-23,2298.72,0,0.0
2016-11-24,2260.13,0,0.0
2016-11-25,2425.74,0,0.0
2016-11-26,2379.47,0,0.0
2016-11-27,2311.41,0,0.0
2016-11-28,2429.87,0,0.0
2016-11-29,2362.58,0,0.0
2016-11-30,2375.23,0,0.0
2016-12-01,2287.77,0,0.0
2016-12-02,2257.87,0,0.0
2016-12-03,2255.31,0,0.0
2016-12-04,2493.7,0,0.0
2016-12-05,2305.45,0,0.0
2016-12-06,2544.42,0,0.0
2016-12-07,2571.0,0,0.0
2016-12-08,2540.72,0,0.0
2016-12-09,2533.0,0,0.0
2016-12-10,2532.5,0,0.0
2016-12-11,2576.12,0,0.0
2016-12-12,2478.29,0,0.0
2016-12-13,2518.2,0,0.0
2016-12-14,2398.05,0,0.0
2016-12-15,2427.65,0,0.0
2016-12-16,2465.33,0,0.0
2016-12-17,2606.16,0,0.0
2016-12-18,2353.9,0,0.0
2016-12-19,2417.92,0,0.0
2016-12-20,2398.58,0,0.0
2016-12-21,2391.43,0,0.0
2016-12-22,2314.13,0,0.0
2016-12-23,2381.33,0,0.0
2016-12-24,2393.97,0,0.0
2016-12-25,2521.45,0,0.0
2016-12-26,2356.89,0,0.0
2016-12-27,2427.95,0,0.0
2016-12-28,2373.28,0,0.0
2016-12-29,2336.66,0,0.0
2016-12-30,2439.81,0,0.0
2016-12-31,2507.22,0,0.0
2017-01-01,2402.28,0,0.0
2017-01-02,2341.83,0,0.0
2017-01-03,2417.6,0,0.0
2017-01-04,2406.36,0,0.0
2017-01-05,2533.25,0,0.0
2017-01-06,2438.41,0,0.0
2017-01-07,2330.47,0,0.0
2017-01-08,2654.99,0,0.0
2017-01-09,2623.53,0,0.0
2017-01-10,2634.92,0,0.0
2017-01-11,2604.02,0,0.0
2017-01-12,2641.64,0,0.0
2017-01-13,2605.73,0,0.0
2017-01-14,2561.55,0,0.0
2017-01-15,2587.8,0,0.0
2017-01-16,2572.53,0,0.0
2017-01-17,2603.25,0,0.0
2017-01-18,2407.22,0,0.0
2017-01-19,2382.6,0,0.0
2017-01-20,2392.24,0,0.0
2017-01-21,2404.81,0,0.0
2017-01-22,2290.27,0,0.0
2017-01-23,2473.63,0,0.0
2017-01-24,2430.65,0,0.0
2017-01-25,2369.29,0,0.0
2017-01-26,2448.46,0,0.0
2017-01-27,2378.0,0,0.0
2017-01-28,2379.0,0,0.0
2017-01-29,2437.38,0,0.0
2017-01-30,2507.02,0,0.0
2017-01-31,2433.22,0,0.0
2017-02-01,2365.6,0,0.0
2017-02-02,2394.16,0,0.0
2017-02-03,2473.21,0,0.0
2017-02-04,2445.3,0,0.0
2017-02-05,2662.39,0,0.0
2017-02-06,2626.6,0,0.0
2017-02-07,2652.13,0,0.0
2017-02-08,2733.87,0,0.0
2017-02-09,2516.13,0,0.0
2017-02-10,2761.49,0,0.0
2017-02-11,2666.9,0,0.0
2017-02-12,2777.65,0,0.0
2017-02-13,2544.11,0,0.0
2017-02-14,2633.88,0,0.0
2017-02-15,2620.38,0,0.0
2017-02-16,2668.45,0,0.0
2017-02-17,2642.55,0,0.0
2017-02-18,2456.27,0,0.0
2017-02-19,2484.64,0,0.0
2017-02-20,2428.07,0,0.0
2017-02-21,2402.48,0,0.0
2017-02-22,2466.46,0,0.0
2017-02-23,2404.34,0,0.0
2017-02-24,2430.83,0,0.0
2017-02-25,2346.31,0,0.0
2017-02-26,2444.61,0,0.0
2017-02-27,2381.61,0,0.0
2017-02-28,2440.82,0,0.0
2017-03-01,2373.36,0,0.0
2017-03-02,2443.69,0,0.0
2017-03-03,2504.42,0,0.0
2017-03-04,2408.2,0,0.0
2017-03-05,2387.25,0,0.0
2017-03-06,2499.71,0,0.0
2017-03-07,2509.25,0,0.0
2017-03-08,2658.43,0,0.0
2017-03-09,2601.6,0,0.0
2017-03-10,2591.91,0,0.0
2017-03-11,2612.28,0,0.0
2017-03-12,2630.96,0,0.0
2017-03-13,2523.63,0,0.0
2017-03-14,2572.86,0,0.0
2017-03-15,2719.05,0,0.0
2017-03-16,2652.2,0,0.0
2017-03-17,2719.45,0,0.0
2017-03-18,2526.69,0,0.0
2017-03-19,2441.34,0,0.0
2017-03-20,2443.29,0,0.0
2017-03-21,2526.42,0,0.0
2017-03-22,2513.87,0,0.0
2017-03-23,2529.71,0,0.0
2017-03-24,2465.61,0,0.0
2017-03-25,2476.73,0,0.0
2017-03-26,2451.81,0,0.0
2017-03-27,2465.91,0,0.0
2017-03-28,2425.78,0,0.0
2017-03-29,2466.44,0,0.0
2017-03-30,2461.86,0,0.0
2017-03-31,2443.4,0,0.0
2017-04-01,2525.6,0,0.0
2017-04-02,2383.46,0,0.0
2017-04-03,2498.01,0,0.0
2017-04-04,2417.12,0,0.0
2017-04-05,2422.86,0,0.0
2017-04-06,2429.38,0,0.0
2017-04-07,2510.47,0,0.0
2017-04-08,2514.06,0,0.0
2017-04-09,2672.71,0,0.0
2017-04-10,2665.64,0,0.0
2017-04-11,2600.56,0,0.0
2017-04-12,2676.4,0,0.0
2017-04-13,2586.63,0,0.0
2017-04-14,2663.57,0,0.0
2017-04-15,2586.03,0,0.0
2017-04-16,2801.55,0,0.0
2017-04-17,2725.19,0,0.0
2017-04-18,2506.14,0,0.0
2017-04-19,2428.95,0,0.0
2017-04-20,2474.05,0,0.0
2017-04-21,2477.65,0,0.0
2017-04-22,2509.51,0,0.0
2017-04-23,2520.6,0,0.0
2017-04-24,2510.22,0,0.0
2017-04-25,2518.76,0,0.0
2017-04-26,2486.38,0,0.0
2017-04-27,2520.58,0,0.0
2017-04-28,2457.75,0,0.0
2017-04-29,2430.99,0,0.0
2017-04-30,2621.12,0,0.0
2017-05-01,2528.94,0,0.0
2017-05-02,2620.18,0,0.0
2017-05-03,2485.82,0,0.0
2017-05-04,2661.26,0,0.0
2017-05-05,2510.62,0,0.0
2017-05-06,2760.81,0,0.0
2017-05-07,2689.33,0,0.0
2017-05-08,2698.79,0,0.0
2017-05-09,2681.45,0,0.0
2017-05-10,2657.78,0,0.0
2017-05-11,2754.39,0,0.0
2017-05-12,2690.96,0,0.0
2017-05-13,2746.37,0,0.0
2017-05-14,2752.0,0,0.0
2017-05-15,2786.04,0,0.0
2017-05-16,2722.33,0,0.0
2017-05-17,2597.59,0,0.0
2017-05-18,2495.84,0,0.0
2017-05-19,2515.85,0,0.0
2017-05-20,2519.14,0,0.0
2017-05-21,2604.86,0,0.0
2017-05-22,2593.86,0,0.0
2017-05-23,2511.41,0,0.0
2017-05-24,2679.61,0,0.0
2017-05-25,2499.81,0,0.0
2017-05-26,2505.9,0,0.0
2017-05-27,2453.11,0,0.0
2017-05-28,2423.59,0,0.0
2017-05-29,2449.04,0,0.0
2017-05-30,2592.43,0,0.0
2017-05-31,2575.55,0,0.0
2017-06-01,2470.73,0,0.0
2017-06-02,2535.45,0,0.0
2017-06-03,2582.17,0,0.0
2017-06-04,2398.37,0,0.0
2017-06-05,2826.52,0,0.0
2017-06-06,2780.53,0,0.0
2017-06-07,2765.58,0,0.0
2017-06-08,2791.8,0,0.0
2017-06-09,2581.74,0,0.0
2017-06-10,2701.01,0,0.0
2017-06-11,2797.77,0,0.0
2017-06-12,2716.29,0,0.0
2017-06-13,2765.78,0,0.0
2017-06-14,2812.39,0,0.0
2017-06-15,2764.75,0,0.0
2017-06-16,2703.01,0,0.0
2017-06-17,2757.92,0,0.0
2017-06-18,2432.63,0,0.0
2017-06-19,2573.85,0,0.0
2017-06-20,2591.44,0,0.0
2017-06-21,2553.26,0,0.0
2017-06-22,2619.67,0,0.0
2017-06-23,2563.0,0,0.0
2017-06-24,2555.16,0,0.0
2017-06-25,2665.43,0,0.0
2017-06-26,2484.78,0,0.0
2017-06-27,2638.23,0,0.0
2017-06-28,2633.79,0,0.0
2017-06-29,2604.09,0,0.0
2017-06-30,2523.54,0,0.0
2017-07-01,2572.8,0,0.0
2017-07-02,2498.94,0,0.0
2017-07-03,2515.36,0,0.0
2017-07-04,2561.12,0,0.0
2017-07-05,2495.81,0,0.0
2017-07-06,2538.75,0,0.0
2017-07-07,2482.96,0,0.0
2017-07-08,2777.69,0,0.0
2017-07-09,2842.17,0,0.0
2017-07-10,2879.36,0,0.0
2017-07-11,2670.03,0,0.0
2017-07-12,2682.1,0,0.0
2017-07-13,2735.25,0,0.0
2017-07-14,2792.58,0,0.0
2017-07-15,2733.78,0,0.0
2017-07-16,2810.43,0,0.0
2017-07-17,2783.01,0,0.0
2017-07-18,2454.14,0,0.0
2017-07-19,2573.26,0,0.0
2017-07-20,2489.73,0,0.0
2017-07-21,2534.13,0,0.0
2017-07-22,2544.68,0,0.0
2017-07-23,2620.22,0,0.0
2017-07-24,2570.71,0,0.0
2017-07-25,2542.91,0,0.0
2017-07-26,2710.01,0,0.0
2017-07-27,2516.25,0,0.0
2017-07-28,2593.61,0,0.0
2017-07-29,2618.83,0,0.0
2017-07-30,2586.92,0,0.0
2017-07-31,2518.15,0,0.0
2017-08-01,2515.39,0,0.0
2017-08-02,2617.96,0,0.0
2017-08-03,2646.1,0,0.0
2017-08-04,2575.3,0,0.0
2017-08-05,2673.6,0,0.0
2017-08-06,2760.43,0,0.0
2017-08-07,2858.75,0,0.0
2017-08-08,2695.41,0,0.0
2017-08-09,2740.68,0,0.0
2017-08-10,2765.61,0,0.0
2017-08-11,2833.08,0,0.0
2017-08-12,2728.43,0,0.0
2017-08-13,2794.82,0,0.0
2017-08-14,2854.26,0,0.0
2017-08-15,2668.02,0,0.0
2017-08-16,2679.6,0,0.0
2017-08-17,2759.2,0,0.0
2017-08-18,2649.49,0,0.0
2017-08-19,2607.87,0,0.0
2017-08-20,2656.24,0,0.0
2017-08-21,2476.52,0,0.0
2017-08-22,2610.1,0,0.0
2017-08-23,2403.03,0,0.0
2017-08-24,2674.77,0,0.0
2017-08-25,2666.23,0,0.0
2017-08-26,2568.04,0,0.0
2017-08-27,2439.69,0,0.0
2017-08-28,2576.67,0,0.0
2017-08-29,2663.23,0,0.0
2017-08-30,2617.98,0,0.0
2017-08-31,2711.67,0,0.0
2017-09-01,2572.62,0,0.0
2017-09-02,2724.25,0,0.0
2017-09-03,2461.22,0,0.0
2017-09-04,2543.69,0,0.0
2017-09-05,2689.22,0,0.0
2017-09-06,2821.64,0,0.0
2017-09-07,2695.41,0,0.0
2017-09-08,2839.96,0,0.0
2017-09-09,2819.49,0,0.0
2017-09-10,2786.96,0,0.0
2017-09-11,2768.21,0,0.0
2017-09-12,2707.44,0,0.0
2017-09-13,2815.27,0,0.0
2017-09-14,2743.36,0,0.0
2017-09-15,2826.44,0,0.0
2017-09-16,2874.2,0,0.0
2017-09-17,2757.06,0,0.0
2017-09-18,2683.29,0,0.0
2017-09-19,2610.11,0,0.0
2017-09-20,2636.86,0,0.0
2017-09-21,2512.43,0,0.0
2017-09-22,2554.03,0,0.0
2017-09-23,2553.61,0,0.0
2017-09-24,2686.73,0,0.0
2017-09-25,2576.71,0,0.0
2017-09-26,2640.64,0,0.0
2017-09-27,2595.12,0,0.0
2017-09-28,2577.12,0,0.0
2017-09-29,2504.9,0,0.0
2017-09-30,2476.74,0,0.0
2017-10-01,2579.06,0,0.0
2017-10-02,2583.09,0,0.0
2017-10-03,2544.44,0,0.0
2017-10-04,2611.23,0,0.0
2017-10-05,2729.66,0,0.0
2017-10-06,2699.28,0,0.0
2017-10-07,2601.37,0,0.0
2017-10-08,2783.83,0,0.0
2017-10-09,2821.89,0,0.0
2017-10-10,2796.45,0,0.0
2017-10-11,2822.39,0,0.0
2017-10-12,2798.68,0,0.0
2017-10-13,2787.05,0,0.0
2017-10-14,2738.73,0,0.0
2017-10-15,2804.0,0,0.0
2017-10-16,2633.58,0,0.0
2017-10-17,2797.99,0,0.0
2017-10-18,2466.57,0,0.0
2017-10-19,2618.34,0,0.0
2017-10-20,2537.61,0,0.0
2017-10-21,2684.43,0,0.0
2017-10-22,2607.31,0,0.0
2017-10-23,2601.74,0,0.0
2017-10-24,2628.14,0,0.0
2017-10-25,2545.71,0,0.0
2017-10-26,2674.92,0,0.0
2017-10-27,2647.18,0,0.0
2017-10-28,2566.41,0,0.0
2017-10-29,2533.5,0,0.0
2017-10-30,2575.03,0,0.0
2017-10-31,2592.4,0,0.0
2017-11-01,2528.97,0,0.0
2017-11-02,2569.86,0,0.0
2017-11-03,2561.17,0,0.0
2017-11-04,2586.54,0,0.0
2017-11-05,2767.11,0,0.0
2017-11-06,2811.52,0,0.0
2017-11-07,2781.87,0,0.0
2017-11-08,2806.01,0,0.0
2017-11-09,2796.08,0,0.0
2017-11-10,2767.27,0,0.0
2017-11-11,2824.4,0,0.0
2017-11-12,2601.62,0,0.0
2017-11-13,2756.67,0,0.0
2017-11-14,2742.91,0,0.0
2017-11-15,2787.76,0,0.0
2017-11-16,2738.76,0,0.0
2017-11-17,2815.66,0,0.0
2017-11-18,2647.12,0,0.0
2017-11-19,2509.99,0,0.0
2017-11-20,2614.45,0,0.0
2017-11-21,2516.63,0,0.0
2017-11-22,2631.03,0,0.0
2017-11-23,2569.48,0,0.0
2017-11-24,2547.49,0,0.0
2017-11-25,2488.53,0,0.0
2017-11-26,2593.65,0,0.0
2017-11-27,2524.31,0,0.0
2017-11-28,2503.08,0,0.0
2017-11-29,2611.52,0,0.0
2017-11-30,2662.35,0,0.0
2017-12-01,2624.9,0,0.0
2017-12-02,2506.16,0,0.0
2017-12-03,2590.18,0,0.0
2017-12-04,2643.2,0,0.0
2017-12-05,2589.99,0,0.0
2017-12-06,2799.9,0,0.0
2017-12-07,2750.2,0,0.0
2017-12-08,2753.49,0,0.0
2017-12-09,2735.49,0,0.0
2017-12-10,2818.01,0,0.0
2017-12-11,2821.96,0,0.0
2017-12-12,2741.85,0,0.0
2017-12-13,2826.85,0,0.0
2017-12-14,2684.87,0,0.0
2017-12-15,2766.34,0,0.0
2017-12-16,2689.3,0,0.0
2017-12-17,2703.54,0,0.0
2017-12-18,2508.16,0,0.0
2017-12-19,2554.12,0,0.0
2017-12-20,2636.84,0,0.0
2017-12-21,2591.26,0,0.0
2017-12-22,2558.2,0,0.0
2017-12-23,2584.67,0,0.0
2017-12-24,2462.07,0,0.0
2017-12-25,2632.68,0,0.0
2017-12-26,2449.19,0,0.0
2017-12-27,2549.09,0,0.0
2017-12-28,2589.69,0,0.0
2017-12-29,2623.54,0,0.0
2017-12-30,2609.87,0,0.0
2017-12-31,2590.87,0,0.0
2018-01-01,2688.56,0,0.0
2018-01-02,2724.53,0,0.0
2018-01-03,2593.75,0,0.0
2018-01-04,2586.52,0,0.0
2018-01-05,2582.36,0,0.0
2018-01-06,2552.75,0,0.0
2018-01-07,2616.6,0,0.0
2018-01-08,2854.53,0,0.0
2018-01-09,2609.72,0,0.0
2018-01-10,2760.24,0,0.0
2018-01-11,2867.72,0,0.0
2018-01-12,2796.2,0,0.0
2018-01-13,2797.22,0,0.0
2018-01-14,2665.94,0,0.0
2018-01-15,2815.31,0,0.0
2018-01-16,2834.92,0,0.0
2018-01-17,2781.99,0,0.0
2018-01-18,2546.03,0,0.0
2018-01-19,2617.07,0,0.0
2018-01-20,2520.47,0,0.0
2018-01-21,2511.51,0,0.0
2018-01-22,2639.34,0,0.0
2018-01-23,2658.06,0,0.0
2018-01-24,2538.18,0,0.0
2018-01-25,2510.32,0,0.0
2018-01-26,2528.62,0,0.0
2018-01-27,2598.13,0,0.0
2018-01-28,2509.22,0,0.0
2018-01-29,2667.93,0,0.0
2018-01-30,2553.86,0,0.0
2018-01-31,2607.47,0,0.0
2018-02-01,2534.94,0,0.0
2018-02-02,2620.78,0,0.0
2018-02-03,2625.67,0,0.0
2018-02-04,2472.9,0,0.0
2018-02-05,2717.34,0,0.0
2018-02-06,2750.89,0,0.0
2018-02-07,2726.49,0,0.0
2018-02-08,2816.82,0,0.0
2018-02-09,2720.9,0,0.0
2018-02-10,2805.71,0,0.0
2018-02-11,2790.28,0,0.0
2018-02-12,2751.29,0,0.0
2018-02-13,2806.99,0,0.0
2018-02-14,2657.38,0,0.0
2018-02-15,2752.85,0,0.0
2018-02-16,2706.04,0,0.0
2018-02-17,2748.92,0,0.0
2018-02-18,2544.85,0,0.0
2018-02-19,2578.76,0,0.0
2018-02-20,2574.96,0,0.0
2018-02-21,2582.85,0,0.0
2018-02-22,2584.9,0,0.0
2018-02-23,2610.05,0,0.0
2018-02-24,2490.43,0,0.0
2018-02-25,2604.82,0,0.0
2018-02-26,2472.85,0,0.0
2018-02-27,2388.99,0,0.0
2018-02-28,2698.29,0,0.0
2018-03-01,2508.5,0,0.0
2018-03-02,2539.84,0,0.0
2018-03-03,2447.26,0,0.0
2018-03-04,2538.29,0,0.0
2018-03-05,2580.7,0,0.0
2018-03-06,2582.46,0,0.0
2018-03-07,2487.66,0,0.0
2018-03-08,2716.68,0,0.0
2018-03-09,2768.89,0,0.0
2018-03-10,2759.83,0,0.0
2018-03-11,2752.06,0,0.0
2018-03-12,2792.55,0,0.0
2018-03-13,2735.43,0,0.0
2018-03-14,2832.4,0,0.0
2018-03-15,2722.23,0,0.0
2018-03-16,2785.81,0,0.0
2018-03-17,2787.49,0,0.0
2018-03-18,2452.86,0,0.0
2018-03-19,2587.43,0,0.0
2018-03-20,2516.52,0,0.0
2018-03-21,2491.91,0,0.0
2018-03-22,2529.25,0,0.0
2018-03-23,2566.7,0,0.0
