date,actual_balances_bln,required_reserves_bln,accounting_reserves_bln,ruonia
2015-07-24,1166.61,1032.59,185.87,7.121
2015-07-25,1118.23,1033.01,185.94,6.86
2015-07-26,1112.36,1033.41,186.01,6.927
2015-07-27,1191.93,1033.79,186.08,6.902
2015-07-28,1185.55,1034.15,186.15,6.771
2015-07-29,1147.69,1034.48,186.21,6.969
2015-07-30,1176.81,1034.8,186.26,6.839
2015-07-31,1206.15,1035.09,186.32,7.182
2015-08-01,1200.25,1035.35,186.36,7.107
2015-08-02,1201.75,1035.6,186.41,6.83
2015-08-03,1229.9,1035.82,186.45,6.839
2015-08-04,1196.59,1036.01,186.48,6.515
2015-08-05,1149.49,1036.18,186.51,6.484
2015-08-06,1153.56,1036.33,186.54,6.655
2015-08-07,1151.9,1036.45,186.56,6.571
2015-08-08,1151.91,1036.55,186.58,6.722
2015-08-09,1163.2,1036.63,186.59,6.779
2015-08-10,1161.96,1036.68,186.6,6.334
2015-08-11,1136.24,1036.7,186.61,6.385
2015-08-12,1173.65,1036.71,186.61,6.583
2015-08-13,1129.95,1036.68,186.6,6.817
2015-08-14,1140.98,1036.64,186.59,6.487
2015-08-15,1132.79,1036.57,186.58,6.6
2015-08-16,1140.11,1036.47,186.56,6.693
2015-08-17,1078.29,1036.35,186.54,6.214
2015-08-18,1207.22,1036.21,186.52,6.519
2015-08-19,1165.78,1036.05,186.49,6.692
2015-08-20,1201.2,1035.86,186.45,6.75
2015-08-21,1158.42,1035.65,186.42,6.921
2015-08-22,1163.56,1035.42,186.38,6.791
2015-08-23,1203.72,1035.16,186.33,6.454
2015-08-24,1153.91,1034.89,186.28,6.667
2015-08-25,1187.11,1034.59,186.23,6.548
2015-08-26,1162.03,1034.27,186.17,6.841
2015-08-27,1173.01,1033.94,186.11,6.684
2015-08-28,1169.37,1033.58,186.04,6.695
2015-08-29,1191.52,1033.2,185.98,6.776
2015-08-30,1163.66,1032.81,185.91,6.709
2015-08-31,1163.56,1032.39,185.83,6.611
2015-09-01,1177.91,1031.96,185.75,6.368
2015-09-02,1200.89,1031.51,185.67,6.707
2015-09-03,1200.25,1031.05,185.59,6.59
2015-09-04,1226.53,1030.57,185.5,6.756
2015-09-05,1174.53,1030.07,185.41,6.248
2015-09-06,1128.16,1029.56,185.32,6.38
2015-09-07,1136.0,1029.04,185.23,6.17
2015-09-08,1121.64,1028.51,185.13,6.128
2015-09-09,1197.51,1027.96,185.03,6.441
2015-09-10,1157.65,1027.4,184.93,6.458
2015-09-11,1158.17,1026.83,184.83,6.37
2015-09-12,1113.47,1026.25,184.72,6.559
2015-09-13,1137.13,1025.66,184.62,6.242
2015-09-14,1141.64,1025.06,184.51,6.24
2015-09-15,1117.49,1024.46,184.4,6.284
2015-09-16,1138.96,1023.85,184.29,6.253
2015-09-17,1158.33,1023.23,184.18,6.458
2015-09-18,1149.05,1022.61,184.07,6.604
2015-09-19,1140.35,1021.98,183.96,6.562
2015-09-20,1137.29,1021.35,183.84,6.685
2015-09-21,1186.75,1020.72,183.73,6.341
2015-09-22,1170.41,1020.08,183.61,6.193
2015-09-23,1141.94,1019.45,183.5,6.752
2015-09-24,1144.64,1018.81,183.39,6.941
2015-09-25,1126.28,1018.18,183.27,6.604
2015-09-26,1165.68,1017.54,183.16,6.365
2015-09-27,1140.93,1016.91,183.04,6.472
2015-09-28,1147.94,1016.29,182.93,6.42
2015-09-29,1172.4,1015.66,182.82,6.45
2015-09-30,1160.92,1015.05,182.71,6.417
2015-10-01,1166.37,1014.43,182.6,6.698
2015-10-02,1178.39,1013.83,182.49,6.71
2015-10-03,1202.09,1013.23,182.38,6.414
2015-10-04,1226.78,1012.64,182.28,6.591
2015-10-05,1208.65,1012.06,182.17,6.7
2015-10-06,1217.65,1011.49,182.07,6.494
2015-10-07,1198.59,1010.93,181.97,6.512
2015-10-08,1119.07,1010.38,181.87,6.365
2015-10-09,1149.24,1009.85,181.77,6.476
2015-10-10,1137.35,1009.33,181.68,6.142
2015-10-11,1099.57,1008.82,181.59,6.284
2015-10-12,1119.59,1008.32,181.5,6.166
2015-10-13,1119.72,1007.84,181.41,6.456
2015-10-14,1104.06,1007.38,181.33,6.294
2015-10-15,1140.89,1006.93,181.25,6.595
2015-10-16,1111.38,1006.5,181.17,6.285
2015-10-17,1123.4,1006.09,181.1,6.436
2015-10-18,1161.5,1005.69,181.02,6.571
2015-10-19,1150.45,1005.31,180.96,6.377
2015-10-20,1121.73,1004.96,180.89,6.526
2015-10-21,1137.26,1004.62,180.83,6.732
2015-10-22,1133.14,1004.3,180.77,6.63
2015-10-23,1100.0,1004.0,180.72,6.489
2015-10-24,1116.89,1003.73,180.67,6.64
2015-10-25,1121.84,1003.47,180.63,6.452
2015-10-26,1139.73,1003.24,180.58,6.469
2015-10-27,1143.88,1003.03,180.55,6.525
2015-10-28,1125.31,1002.84,180.51,6.413
2015-10-29,1153.85,1002.68,180.48,6.507
2015-10-30,1145.81,1002.54,180.46,6.784
2015-10-31,1093.53,1002.42,180.44,6.615
2015-11-01,1153.11,1002.32,180.42,6.289
2015-11-02,1194.58,1002.25,180.41,6.643
2015-11-03,1140.58,1002.21,180.4,6.607
2015-11-04,1186.16,1002.18,180.39,6.573
2015-11-05,1153.77,1002.19,180.39,6.335
2015-11-06,1106.26,1002.21,180.4,6.62
2015-11-07,1125.86,1002.26,180.41,6.514
2015-11-08,1098.53,1002.34,180.42,6.678
2015-11-09,1162.97,1002.44,180.44,6.396
2015-11-10,1123.83,1002.56,180.46,6.419
2015-11-11,1123.8,1002.71,180.49,6.438
2015-11-12,1148.42,1002.88,180.52,6.642
2015-11-13,1127.97,1003.08,180.55,6.646
2015-11-14,1088.09,1003.3,180.59,6.675
2015-11-15,1086.48,1003.54,180.64,6.384
2015-11-16,1104.69,1003.81,180.68,6.348
2015-11-17,1073.18,1004.1,180.74,6.371
2015-11-18,1103.77,1004.41,180.79,6.86
2015-11-19,1143.23,1004.74,180.85,7.032
2015-11-20,1106.79,1005.1,180.92,6.825
2015-11-21,1170.97,1005.48,180.99,6.784
2015-11-22,1136.67,1005.88,181.06,6.795
2015-11-23,1111.66,1006.3,181.13,6.683
2015-11-24,1116.5,1006.75,181.21,6.856
2015-11-25,1092.1,1007.21,181.3,6.559
2015-11-26,1112.72,1007.69,181.38,6.818
2015-11-27,1163.85,1008.19,181.47,6.852
2015-11-28,1196.32,1008.71,181.57,6.623
2015-11-29,1169.86,1009.25,181.67,6.71
2015-11-30,1159.19,1009.81,181.77,6.671
2015-12-01,1159.43,1010.38,181.87,6.787
2015-12-02,1155.69,1010.97,181.98,7.033
2015-12-03,1229.62,1011.58,182.08,6.959
2015-12-04,1187.19,1012.2,182.2,6.894
2015-12-05,1244.12,1012.83,182.31,6.968
2015-12-06,1163.44,1013.48,182.43,6.774
2015-12-07,1098.45,1014.14,182.55,6.488
2015-12-08,1124.69,1014.81,182.67,6.526
2015-12-09,1125.75,1015.5,182.79,6.792
2015-12-10,1138.37,1016.19,182.91,6.787
2015-12-11,1137.02,1016.9,183.04,6.922
2015-12-12,1201.15,1017.61,183.17,6.8
2015-12-13,1107.26,1018.34,183.3,6.81
2015-12-14,1130.76,1019.07,183.43,6.559
2015-12-15,1133.35,1019.8,183.56,6.713
2015-12-16,1113.4,1020.55,183.7,6.779
2015-12-17,1109.39,1021.29,183.83,6.748
2015-12-18,1147.7,1022.05,183.97,6.987
2015-12-19,1167.23,1022.8,184.1,7.215
2015-12-20,1171.11,1023.56,184.24,7.015
2015-12-21,1163.04,1024.32,184.38,6.892
2015-12-22,1165.57,1025.08,184.51,7.035
2015-12-23,1182.66,1025.84,184.65,7.271
2015-12-24,1172.21,1026.6,184.79,6.953
2015-12-25,1154.67,1027.36,184.92,7.078
2015-12-26,1130.28,1028.11,185.06,7.105
2015-12-27,1147.18,1028.87,185.2,7.316
2015-12-28,1161.08,1029.61,185.33,7.132
2015-12-29,1177.99,1030.36,185.46,7.222
2015-12-30,1169.21,1031.09,185.6,7.083
2015-12-31,1166.91,1031.82,185.73,7.176
2016-01-01,1169.3,1032.55,185.86,7.395
2016-01-02,1166.92,1033.26,185.99,7.306
2016-01-03,1205.46,1033.97,186.11,7.291
2016-01-04,1184.95,1034.66,186.24,7.16
2016-01-05,1200.95,1035.35,186.36,7.247
2016-01-06,1218.8,1036.02,186.48,7.323
2016-01-07,1201.22,1036.68,186.6,7.488
2016-01-08,1170.65,1037.33,186.72,7.272
2016-01-09,1178.77,1037.96,186.83,6.939
2016-01-10,1149.1,1038.58,186.95,6.789
2016-01-11,1148.87,1039.19,187.05,7.137
2016-01-12,1166.35,1039.78,187.16,7.19
2016-01-13,1133.79,1040.35,187.26,7.015
2016-01-14,1126.41,1040.91,187.36,7.004
2016-01-15,1163.53,1041.45,187.46,7.27
2016-01-16,1149.97,1041.97,187.55,7.328
2016-01-17,1137.11,1042.47,187.64,7.357
2016-01-18,1207.94,1042.95,187.73,7.41
2016-01-19,1138.42,1043.41,187.81,7.335
2016-01-20,1206.93,1043.86,187.89,7.362
2016-01-21,1182.12,1044.28,187.97,7.56
2016-01-22,1193.37,1044.68,188.04,7.553
2016-01-23,1178.7,1045.06,188.11,7.425
2016-01-24,1171.76,1045.42,188.18,7.717
2016-01-25,1166.59,1045.75,188.24,7.642
2016-01-26,1184.08,1046.07,188.29,7.595
2016-01-27,1173.75,1046.36,188.34,7.437
2016-01-28,1205.38,1046.62,188.39,7.739
2016-01-29,1157.9,1046.87,188.44,7.743
2016-01-30,1187.99,1047.09,188.48,7.676
2016-01-31,1252.27,1047.28,188.51,7.697
2016-02-01,1200.86,1047.45,188.54,7.579
2016-02-02,1216.41,1047.6,188.57,7.622
2016-02-03,1208.64,1047.72,188.59,7.698
2016-02-04,1240.96,1047.82,188.61,7.751
2016-02-05,1151.77,1047.9,188.62,7.275
2016-02-06,1166.97,1047.95,188.63,7.455
2016-02-07,1191.38,1047.97,188.64,7.301
2016-02-08,1157.48,1047.98,188.64,7.17
2016-02-09,1188.85,1047.95,188.63,7.554
2016-02-10,1186.78,1047.91,188.62,7.647
2016-02-11,1187.75,1047.84,188.61,7.69
2016-02-12,1162.33,1047.74,188.59,7.586
2016-02-13,1224.3,1047.62,188.57,7.673
2016-02-14,1169.27,1047.48,188.55,7.434
2016-02-15,1145.91,1047.32,188.52,7.412
2016-02-16,1112.1,1047.13,188.48,7.284
2016-02-17,1122.06,1046.92,188.45,7.55
2016-02-18,1218.92,1046.69,188.4,7.846
2016-02-19,1219.29,1046.43,188.36,7.71
2016-02-20,1209.38,1046.16,188.31,7.814
2016-02-21,1190.53,1045.86,188.25,7.731
2016-02-22,1143.4,1045.54,188.2,7.91
2016-02-23,1180.95,1045.21,188.14,7.829
2016-02-24,1143.61,1044.85,188.07,7.808
2016-02-25,1140.3,1044.47,188.0,7.922
2016-02-26,1181.72,1044.08,187.93,7.924
2016-02-27,1192.55,1043.66,187.86,7.847
2016-02-28,1206.45,1043.23,187.78,7.662
2016-02-29,1203.73,1042.78,187.7,7.726
2016-03-01,1211.12,1042.32,187.62,7.68
2016-03-02,1184.51,1041.84,187.53,7.704
2016-03-03,1210.4,1041.34,187.44,7.999
2016-03-04,1185.59,1040.84,187.35,8.01
2016-03-05,1179.94,1040.31,187.26,7.7
2016-03-06,1244.56,1039.78,187.16,7.819
2016-03-07,1144.71,1039.23,187.06,7.654
2016-03-08,1182.12,1038.67,186.96,7.686
2016-03-09,1187.48,1038.1,186.86,7.765
2016-03-10,1148.15,1037.52,186.75,7.73
2016-03-11,1171.97,1036.93,186.65,7.647
2016-03-12,1140.27,1036.33,186.54,7.569
2016-03-13,1108.82,1035.73,186.43,7.658
2016-03-14,1145.74,1035.12,186.32,7.612
2016-03-15,1125.5,1034.5,186.21,7.744
2016-03-16,1118.52,1033.88,186.1,7.803
2016-03-17,1163.82,1033.25,185.98,7.737
2016-03-18,1149.06,1032.62,185.87,7.876
2016-03-19,1183.75,1031.99,185.76,7.935
2016-03-20,1146.84,1031.35,185.64,7.916
2016-03-21,1183.08,1030.72,185.53,7.814
2016-03-22,1165.2,1030.08,185.41,7.79
2016-03-23,1163.86,1029.45,185.3,7.97
2016-03-24,1133.06,1028.81,185.19,7.96
2016-03-25,1136.82,1028.18,185.07,7.966
2016-03-26,1175.35,1027.56,184.96,8.026
2016-03-27,1196.59,1026.93,184.85,7.855
2016-03-28,1172.13,1026.32,184.74,7.879
2016-03-29,1146.82,1025.7,184.63,7.903
2016-03-30,1179.83,1025.1,184.52,7.812
2016-03-31,1232.14,1024.5,184.41,7.97
2016-04-01,1187.61,1023.91,184.3,8.22
2016-04-02,1224.08,1023.33,184.2,7.854
2016-04-03,1181.85,1022.76,184.1,7.652
2016-04-04,1202.77,1022.2,184.0,7.629
2016-04-05,1221.99,1021.65,183.9,7.874
2016-04-06,1220.64,1021.12,183.8,7.952
2016-04-07,1197.28,1020.6,183.71,8.011
2016-04-08,1127.16,1020.09,183.62,7.939
2016-04-09,1166.07,1019.59,183.53,7.417
2016-04-10,1168.43,1019.11,183.44,7.697
2016-04-11,1171.98,1018.65,183.36,7.781
2016-04-12,1173.64,1018.2,183.28,7.476
2016-04-13,1131.07,1017.77,183.2,7.641
2016-04-14,1114.57,1017.36,183.12,7.673
2016-04-15,1143.86,1016.96,183.05,7.672
2016-04-16,1122.27,1016.58,182.98,7.683
2016-04-17,1077.43,1016.23,182.92,7.804
2016-04-18,1139.09,1015.89,182.86,8.046
2016-04-19,1166.06,1015.57,182.8,7.801
2016-04-20,1145.62,1015.27,182.75,8.145
2016-04-21,1144.35,1015.0,182.7,7.995
2016-04-22,1165.24,1014.74,182.65,8.216
2016-04-23,1156.48,1014.51,182.61,7.936
2016-04-24,1168.68,1014.3,182.57,7.872
2016-04-25,1098.07,1014.11,182.54,7.841
2016-04-26,1148.74,1013.95,182.51,8.194
2016-04-27,1162.38,1013.81,182.49,7.987
2016-04-28,1118.61,1013.69,182.46,7.873
2016-04-29,1143.81,1013.59,182.45,8.089
2016-04-30,1146.44,1013.52,182.43,7.869
2016-05-01,1172.51,1013.48,182.43,7.761
2016-05-02,1215.03,1013.45,182.42,7.869
2016-05-03,1230.68,1013.46,182.42,7.777
2016-05-04,1174.71,1013.48,182.43,7.879
2016-05-05,1209.87,1013.53,182.44,7.919
2016-05-06,1145.2,1013.61,182.45,7.72
2016-05-07,1144.84,1013.71,182.47,7.67
2016-05-08,1147.13,1013.83,182.49,7.293
2016-05-09,1145.63,1013.98,182.52,7.544
2016-05-10,1175.21,1014.15,182.55,7.358
2016-05-11,1160.04,1014.35,182.58,7.374
2016-05-12,1108.86,1014.57,182.62,7.61
2016-05-13,1144.94,1014.81,182.67,7.639
2016-05-14,1141.37,1015.08,182.71,7.484
2016-05-15,1122.28,1015.37,182.77,7.572
2016-05-16,1133.46,1015.68,182.82,7.249
2016-05-17,1105.82,1016.01,182.88,7.372
2016-05-18,1169.42,1016.37,182.95,7.67
2016-05-19,1161.5,1016.75,183.02,7.804
2016-05-20,1109.05,1017.15,183.09,7.854
2016-05-21,1147.32,1017.57,183.16,7.636
2016-05-22,1131.26,1018.02,183.24,7.748
2016-05-23,1118.12,1018.48,183.33,7.606
2016-05-24,1175.51,1018.96,183.41,7.381
2016-05-25,1156.3,1019.46,183.5,7.442
2016-05-26,1147.28,1019.99,183.6,7.744
2016-05-27,1139.61,1020.52,183.69,7.729
2016-05-28,1163.89,1021.08,183.79,7.679
2016-05-29,1185.55,1021.65,183.9,7.591
2016-05-30,1152.68,1022.24,184.0,7.557
2016-05-31,1178.41,1022.85,184.11,7.653
2016-06-01,1205.46,1023.47,184.22,7.474
2016-06-02,1151.5,1024.1,184.34,7.534
2016-06-03,1200.14,1024.75,184.46,7.553
2016-06-04,1198.59,1025.41,184.57,7.654
2016-06-05,1140.76,1026.08,184.7,7.421
2016-06-06,1137.18,1026.77,184.82,7.155
2016-06-07,1154.42,1027.46,184.94,6.915
2016-06-08,1195.46,1028.17,185.07,7.078
2016-06-09,1146.28,1028.88,185.2,7.249
2016-06-10,1158.63,1029.61,185.33,7.291
2016-06-11,1193.52,1030.34,185.46,7.243
2016-06-12,1133.72,1031.07,185.59,7.199
2016-06-13,1180.88,1031.82,185.73,7.091
2016-06-14,1135.4,1032.56,185.86,7.262
2016-06-15,1168.28,1033.32,186.0,7.122
2016-06-16,1139.13,1034.07,186.13,7.166
2016-06-17,1122.99,1034.83,186.27,7.335
2016-06-18,1178.77,1035.59,186.41,7.278
2016-06-19,1161.12,1036.35,186.54,7.41
2016-06-20,1172.07,1037.11,186.68,7.31
2016-06-21,1186.83,1037.87,186.82,7.287
2016-06-22,1164.8,1038.63,186.95,7.562
2016-06-23,1157.54,1039.38,187.09,7.363
2016-06-24,1159.89,1040.14,187.22,7.692
2016-06-25,1189.62,1040.88,187.36,7.352
2016-06-26,1198.51,1041.63,187.49,7.127
2016-06-27,1161.94,1042.36,187.63,7.223
2016-06-28,1168.05,1043.09,187.76,7.092
2016-06-29,1198.1,1043.82,187.89,7.197
2016-06-30,1230.95,1044.53,188.02,7.401
2016-07-01,1230.45,1045.24,188.14,7.428
2016-07-02,1185.57,1045.93,188.27,7.22
2016-07-03,1214.87,1046.62,188.39,7.315
2016-07-04,1207.15,1047.29,188.51,7.269
2016-07-05,1227.82,1047.95,188.63,7.31
2016-07-06,1273.96,1048.6,188.75,7.267
2016-07-07,1211.04,1049.23,188.86,7.433
2016-07-08,1138.97,1049.85,188.97,6.801
2016-07-09,1157.11,1050.46,189.08,6.923
2016-07-10,1180.91,1051.05,189.19,6.758
2016-07-11,1186.06,1051.62,189.29,6.81
2016-07-12,1178.51,1052.18,189.39,6.735
2016-07-13,1190.08,1052.72,189.49,6.85
2016-07-14,1119.82,1053.24,189.58,7.162
2016-07-15,1178.47,1053.74,189.67,6.923
2016-07-16,1138.8,1054.22,189.76,6.928
2016-07-17,1155.02,1054.68,189.84,6.752
2016-07-18,1173.29,1055.13,189.92,6.973
2016-07-19,1196.52,1055.55,190.0,6.972
2016-07-20,1196.4,1055.95,190.07,7.092
2016-07-21,1212.46,1056.33,190.14,7.245
2016-07-22,1149.21,1056.69,190.2,7.31
2016-07-23,1183.18,1057.02,190.26,7.085
2016-07-24,1158.49,1057.34,190.32,7.02
2016-07-25,1194.82,1057.63,190.37,6.746
2016-07-26,1203.55,1057.89,190.42,6.882
2016-07-27,1218.83,1058.14,190.46,7.072
2016-07-28,1183.96,1058.36,190.5,7.131
2016-07-29,1222.29,1058.55,190.54,7.061
2016-07-30,1238.68,1058.72,190.57,7.077
2016-07-31,1179.83,1058.87,190.6,6.932
2016-08-01,1236.8,1058.99,190.62,6.952
2016-08-02,1251.55,1059.09,190.64,6.852
2016-08-03,1231.39,1059.17,190.65,6.842
2016-08-04,1216.29,1059.22,190.66,6.993
2016-08-05,1198.47,1059.24,190.66,6.361
2016-08-06,1154.91,1059.25,190.66,6.694
2016-08-07,1179.56,1059.22,190.66,6.114
2016-08-08,1183.29,1059.18,190.65,6.281
2016-08-09,1199.1,1059.11,190.64,6.552
2016-08-10,1167.28,1059.01,190.62,6.623
2016-08-11,1162.32,1058.89,190.6,6.495
2016-08-12,1174.63,1058.75,190.58,6.559
2016-08-13,1188.64,1058.59,190.55,6.746
2016-08-14,1210.09,1058.4,190.51,6.428
2016-08-15,1119.36,1058.19,190.47,6.692
2016-08-16,1152.01,1057.96,190.43,6.433
2016-08-17,1113.81,1057.7,190.39,6.552
2016-08-18,1223.18,1057.43,190.34,7.017
2016-08-19,1173.86,1057.13,190.28,6.85
2016-08-20,1174.35,1056.81,190.23,6.651
2016-08-21,1172.07,1056.48,190.17,6.664
2016-08-22,1180.51,1056.12,190.1,6.611
2016-08-23,1187.88,1055.74,190.03,6.463
2016-08-24,1191.46,1055.35,189.96,6.667
2016-08-25,1182.2,1054.93,189.89,6.679
2016-08-26,1155.94,1054.5,189.81,6.891
2016-08-27,1205.32,1054.05,189.73,6.724
2016-08-28,1193.28,1053.59,189.65,6.592
2016-08-29,1225.94,1053.11,189.56,6.552
2016-08-30,1191.28,1052.61,189.47,6.605
2016-08-31,1178.3,1052.11,189.38,6.724
2016-09-01,1219.43,1051.58,189.28,6.602
2016-09-02,1254.93,1051.05,189.19,6.61
2016-09-03,1235.54,1050.5,189.09,6.808
2016-09-04,1232.25,1049.94,188.99,6.534
2016-09-05,1151.0,1049.37,188.89,6.104
2016-09-06,1211.0,1048.79,188.78,6.341
2016-09-07,1150.43,1048.2,188.68,6.417
2016-09-08,1156.38,1047.6,188.57,6.251
2016-09-09,1182.64,1047.0,188.46,6.477
2016-09-10,1125.62,1046.39,188.35,6.479
2016-09-11,1189.56,1045.77,188.24,6.344
2016-09-12,1169.22,1045.15,188.13,6.317
2016-09-13,1168.36,1044.52,188.01,6.088
2016-09-14,1153.35,1043.89,187.9,6.371
2016-09-15,1129.71,1043.26,187.79,6.37
2016-09-16,1102.05,1042.62,187.67,6.364
2016-09-17,1114.84,1041.99,187.56,6.469
2016-09-18,1159.56,1041.35,187.44,6.703
2016-09-19,1185.66,1040.72,187.33,6.684
2016-09-20,1187.77,1040.08,187.21,6.643
2016-09-21,1198.84,1039.45,187.1,6.548
2016-09-22,1172.27,1038.83,186.99,6.68
2016-09-23,1183.66,1038.2,186.88,6.747
2016-09-24,1157.5,1037.59,186.77,6.614
2016-09-25,1155.67,1036.97,186.66,6.527
2016-09-26,1180.08,1036.37,186.55,6.554
2016-09-27,1165.77,1035.77,186.44,6.467
2016-09-28,1185.73,1035.18,186.33,6.464
2016-09-29,1162.66,1034.6,186.23,6.579
2016-09-30,1173.19,1034.03,186.13,6.724
2016-10-01,1213.21,1033.47,186.03,6.594
2016-10-02,1225.15,1032.92,185.93,6.547
2016-10-03,1189.85,1032.39,185.83,6.533
2016-10-04,1231.37,1031.87,185.74,6.428
2016-10-05,1208.94,1031.36,185.64,6.642
2016-10-06,1223.83,1030.86,185.56,6.676
2016-10-07,1256.08,1030.38,185.47,6.503
2016-10-08,1172.65,1029.92,185.39,6.521
2016-10-09,1170.91,1029.47,185.3,6.202
2016-10-10,1192.48,1029.04,185.23,6.011
2016-10-11,1130.76,1028.63,185.15,6.106
2016-10-12,1119.16,1028.23,185.08,6.189
2016-10-13,1118.62,1027.85,185.01,6.398
2016-10-14,1121.88,1027.5,184.95,6.381
2016-10-15,1068.25,1027.16,184.89,6.322
2016-10-16,1107.95,1026.84,184.83,6.353
2016-10-17,1093.2,1026.54,184.78,6.268
2016-10-18,1185.59,1026.27,184.73,6.538
2016-10-19,1170.06,1026.01,184.68,6.631
2016-10-20,1144.08,1025.78,184.64,6.738
2016-10-21,1166.5,1025.57,184.6,6.434
2016-10-22,1167.04,1025.38,184.57,6.593
2016-10-23,1133.31,1025.22,184.54,6.293
2016-10-24,1139.98,1025.08,184.51,6.509
2016-10-25,1103.95,1024.96,184.49,6.528
2016-10-26,1132.39,1024.86,184.48,6.737
2016-10-27,1144.75,1024.79,184.46,6.837
2016-10-28,1168.46,1024.75,184.45,6.744
2016-10-29,1152.56,1024.72,184.45,6.611
2016-10-30,1169.1,1024.73,184.45,6.648
2016-10-31,1160.69,1024.75,184.46,6.478
2016-11-01,1198.55,1024.8,184.46,6.566
2016-11-02,1210.9,1024.88,184.48,6.769
2016-11-03,1216.45,1024.98,184.5,6.668
2016-11-04,1212.99,1025.1,184.52,6.858
2016-11-05,1112.79,1025.25,184.54,6.545
2016-11-06,1135.71,1025.42,184.58,6.269
2016-11-07,1141.63,1025.62,184.61,6.453
2016-11-08,1141.49,1025.84,184.65,6.447
2016-11-09,1150.33,1026.08,184.69,6.461
2016-11-10,1177.01,1026.35,184.74,6.443
2016-11-11,1159.25,1026.64,184.79,6.458
2016-11-12,1114.37,1026.95,184.85,6.45
2016-11-13,1144.93,1027.28,184.91,6.501
2016-11-14,1137.49,1027.64,184.98,6.275
2016-11-15,1098.84,1028.02,185.04,6.47
2016-11-16,1128.5,1028.42,185.12,6.355
2016-11-17,1099.94,1028.84,185.19,6.566
2016-11-18,1136.77,1029.29,185.27,6.882
2016-11-19,1173.06,1029.75,185.35,7.117
2016-11-20,1164.22,1030.23,185.44,6.581
2016-11-21,1152.18,1030.73,185.53,6.878
2016-11-22,1155.55,1031.26,185.63,6.748
2016-11-23,1141.24,1031.79,185.72,6.867
2016-11-24,1172.67,1032.35,185.82,6.919
2016-11-25,1161.9,1032.92,185.93,6.987
2016-11-26,1171.42,1033.51,186.03,6.871
2016-11-27,1181.64,1034.12,186.14,6.987
2016-11-28,1155.28,1034.74,186.25,6.714
2016-11-29,1168.52,1035.37,186.37,6.934
2016-11-30,1147.4,1036.02,186.48,6.809
2016-12-01,1216.29,1036.68,186.6,6.968
2016-12-02,1184.75,1037.35,186.72,6.876
2016-12-03,1221.29,1038.04,186.85,7.016
2016-12-04,1232.65,1038.73,186.97,7.058
2016-12-05,1242.76,1039.44,187.1,6.832
2016-12-06,1136.77,1040.15,187.23,6.598
2016-12-07,1164.17,1040.88,187.36,6.577
2016-12-08,1203.23,1041.61,187.49,6.773
2016-12-09,1203.6,1042.34,187.62,6.639
2016-12-10,1185.59,1043.09,187.76,6.678
2016-12-11,1167.97,1043.83,187.89,6.739
2016-12-12,1133.97,1044.59,188.03,6.828
2016-12-13,1166.52,1045.34,188.16,7.037
2016-12-14,1141.22,1046.1,188.3,6.719
2016-12-15,1150.64,1046.86,188.43,7.052
2016-12-16,1117.94,1047.62,188.57,6.939
2016-12-17,1121.85,1048.38,188.71,6.85
2016-12-18,1193.61,1049.14,188.85,7.094
2016-12-19,1190.57,1049.9,188.98,7.008
2016-12-20,1192.22,1050.65,189.12,7.045
2016-12-21,1166.06,1051.41,189.25,7.072
2016-12-22,1148.08,1052.15,189.39,7.044
2016-12-23,1213.67,1052.9,189.52,7.057
2016-12-24,1234.47,1053.63,189.65,7.279
2016-12-25,1192.76,1054.36,189.79,7.092
2016-12-26,1158.34,1055.09,189.92,7.012
2016-12-27,1176.17,1055.8,190.04,7.116
2016-12-28,1211.05,1056.51,190.17,7.3
2016-12-29,1236.72,1057.2,190.3,7.317
2016-12-30,1188.31,1057.89,190.42,7.248
2016-12-31,1220.15,1058.56,190.54,7.432
2017-01-01,1234.9,1059.22,190.66,7.399
2017-01-02,1256.81,1059.87,190.78,7.227
2017-01-03,1236.65,1060.5,190.89,7.316
2017-01-04,1215.2,1061.12,191.0,7.438
2017-01-05,1267.45,1061.73,191.11,7.515
2017-01-06,1281.32,1062.32,191.22,7.484
2017-01-07,1256.07,1062.89,191.32,7.44
2017-01-08,1196.62,1063.45,191.42,7.106
2017-01-09,1175.6,1063.99,191.52,6.87
2017-01-10,1164.38,1064.51,191.61,7.117
2017-01-11,1201.3,1065.01,191.7,6.96
2017-01-12,1181.93,1065.49,191.79,7.117
2017-01-13,1178.11,1065.95,191.87,7.4
2017-01-14,1193.77,1066.4,191.95,7.302
2017-01-15,1130.72,1066.82,192.03,7.305
2017-01-16,1135.09,1067.22,192.1,7.051
2017-01-17,1144.42,1067.6,192.17,6.977
2017-01-18,1192.92,1067.96,192.23,7.426
2017-01-19,1217.9,1068.29,192.29,7.557
2017-01-20,1193.04,1068.61,192.35,7.585
2017-01-21,1173.13,1068.9,192.4,7.668
2017-01-22,1195.64,1069.16,192.45,7.413
2017-01-23,1198.63,1069.41,192.49,7.456
2017-01-24,1217.58,1069.63,192.53,7.326
2017-01-25,1209.17,1069.82,192.57,7.588
2017-01-26,1215.39,1069.99,192.6,7.623
2017-01-27,1218.04,1070.14,192.63,7.563
2017-01-28,1213.4,1070.26,192.65,7.581
2017-01-29,1208.85,1070.36,192.67,7.511
2017-01-30,1238.24,1070.44,192.68,7.458
2017-01-31,1231.75,1070.49,192.69,7.732
