date,term_days,demand_bln,allotment_bln,cut_rate,weighted_avg_rate,key_rate
2016-10-20,7,1099.28,995.75,6.647,6.658,6.335
2016-10-21,7,1376.98,999.66,6.789,6.748,6.339
2016-10-22,7,1296.04,989.36,6.729,6.741,6.343
2016-10-23,7,1138.96,941.13,6.595,6.519,6.348
2016-10-24,7,1043.98,867.5,6.693,6.768,6.352
2016-10-25,7,1325.53,932.37,6.693,6.655,6.357
2016-10-26,7,1252.93,906.01,6.694,6.701,6.362
2016-10-27,7,1163.17,922.82,6.757,6.689,6.367
2016-10-28,7,1150.85,898.56,6.773,6.748,6.372
2016-10-29,7,1115.85,915.91,6.769,6.746,6.377
2016-10-30,7,1120.38,874.76,6.76,6.663,6.383
2016-10-31,7,1046.75,860.76,6.745,6.648,6.389
2016-11-01,7,1191.42,942.79,6.572,6.512,6.395
2016-11-02,7,1217.43,860.48,6.813,6.818,6.401
2016-11-03,7,1122.08,888.88,6.796,6.654,6.407
2016-11-04,7,1087.44,916.78,6.685,6.617,6.413
2016-11-05,7,855.98,909.95,6.593,6.608,6.42
2016-11-06,7,954.64,900.46,6.629,6.517,6.427
2016-11-07,7,868.52,878.06,6.678,6.69,6.434
2016-11-08,7,949.69,887.78,6.632,6.526,6.441
2016-11-09,7,833.61,905.66,6.624,6.528,6.448
2016-11-10,7,959.17,867.85,6.682,6.624,6.456
2016-11-11,7,756.97,784.27,6.589,6.633,6.464
2016-11-12,7,870.28,825.93,6.654,6.572,6.471
2016-11-13,7,884.76,864.92,6.58,6.443,6.479
2016-11-14,7,967.8,815.01,6.726,6.606,6.488
2016-11-15,7,947.11,890.38,6.517,6.514,6.496
2016-11-16,7,998.88,828.51,6.72,6.602,6.504
2016-11-17,7,909.92,831.08,6.664,6.674,6.513
2016-11-18,7,1197.45,865.19,6.949,6.902,6.522
2016-11-19,7,1024.59,817.52,6.818,6.766,6.53
2016-11-20,7,1075.15,828.55,6.897,6.861,6.539
2016-11-21,7,1166.04,852.68,6.903,6.813,6.549
2016-11-22,7,1032.18,768.91,6.942,6.899,6.558
2016-11-23,7,1063.19,810.06,6.833,6.724,6.567
2016-11-24,7,1056.04,849.07,6.978,6.995,6.577
2016-11-25,7,1034.42,822.73,6.789,6.687,6.586
2016-11-26,7,1187.58,872.57,6.893,6.865,6.596
2016-11-27,7,1056.98,767.22,6.831,6.729,6.606
2016-11-28,7,934.98,764.77,7.032,6.956,6.616
2016-11-29,7,1032.27,852.76,7.008,6.939,6.626
2016-11-30,7,1028.08,858.4,7.023,7.122,6.636
2016-12-01,7,1101.11,823.95,7.115,7.064,6.647
2016-12-02,7,1013.53,847.69,6.982,6.891,6.657
2016-12-03,7,1152.51,863.04,7.067,6.994,6.668
2016-12-04,7,1066.77,812.06,7.034,6.908,6.678
2016-12-05,7,1005.26,819.69,7.032,6.974,6.689
2016-12-06,7,1004.97,855.22,6.954,6.997,6.7
2016-12-07,7,825.37,884.62,7.027,6.994,6.711
2016-12-08,7,966.08,816.8,6.837,6.833,6.722
2016-12-09,7,920.11,855.51,6.95,6.854,6.733
2016-12-10,7,759.38,858.91,6.92,6.86,6.744
2016-12-11,7,1044.62,887.27,6.932,6.892,6.755
2016-12-12,7,989.79,877.64,6.936,6.85,6.767
2016-12-13,7,877.87,864.26,6.901,6.871,6.778
2016-12-14,7,907.22,932.57,6.653,6.634,6.79
2016-12-15,7,809.42,875.55,7.074,7.051,6.801
2016-12-16,7,1106.2,889.78,6.907,6.85,6.813
2016-12-17,7,829.59,849.88,6.955,6.96,6.824
2016-12-18,7,1035.84,886.16,7.168,7.105,6.836
2016-12-19,7,1207.1,934.7,7.135,7.068,6.848
2016-12-20,7,1062.97,933.27,7.229,7.251,6.859
2016-12-21,7,1129.93,948.34,7.218,7.112,6.871
2016-12-22,7,1284.58,951.82,7.176,7.041,6.883
2016-12-23,7,1321.03,1010.63,7.257,7.164,6.895
2016-12-24,7,1135.28,916.22,7.254,7.224,6.907
2016-12-25,7,1132.04,890.34,7.343,7.357,6.919
2016-12-26,7,1129.23,914.65,7.174,7.091,6.931
2016-12-27,7,1177.68,930.94,7.228,7.269,6.943
2016-12-28,7,1118.8,925.35,7.363,7.314,6.955
2016-12-29,7,1182.37,966.32,7.266,7.21,6.967
2016-12-30,7,1233.56,1010.17,7.257,7.164,6.979
2016-12-31,7,1240.01,1023.17,7.294,7.341,6.991
2017-01-01,7,1339.37,989.55,7.345,7.287,7.003
2017-01-02,7,1397.02,1049.12,7.357,7.241,7.015
2017-01-03,7,1151.91,963.61,7.36,7.433,7.027
2017-01-04,7,1081.06,920.49,7.307,7.277,7.039
2017-01-05,7,1277.09,1015.65,7.463,7.453,7.051
2017-01-06,7,1320.12,915.21,7.519,7.553,7.063
2017-01-07,7,1132.58,953.53,7.272,7.253,7.075
2017-01-08,7,1035.19,998.16,7.113,7.112,7.087
2017-01-09,7,1031.7,975.98,7.329,7.282,7.099
2017-01-10,7,1012.26,972.1,7.386,7.373,7.111
2017-01-11,7,948.79,936.3,7.102,7.051,7.123
2017-01-12,7,1114.65,975.71,7.35,7.299,7.135
2017-01-13,7,1096.46,1009.3,7.427,7.383,7.146
2017-01-14,7,1087.04,972.6,7.239,7.169,7.158
2017-01-15,7,1031.57,940.22,7.446,7.421,7.17
2017-01-16,7,1034.78,922.66,7.317,7.292,7.182
2017-01-17,7,1099.92,934.71,7.368,7.359,7.193
2017-01-18,7,1339.57,973.18,7.497,7.479,7.205
2017-01-19,7,1408.81,967.6,7.646,7.696,7.216
2017-01-20,7,1262.65,923.41,7.644,7.647,7.228
2017-01-21,7,1057.88,869.65,7.727,7.667,7.239
2017-01-22,7,1280.39,957.09,7.715,7.688,7.25
2017-01-23,7,1202.3,906.14,7.611,7.631,7.261
2017-01-24,7,1361.92,956.66,7.871,7.774,7.273
2017-01-25,7,1074.44,900.9,7.742,7.792,7.284
2017-01-26,7,1166.71,887.47,7.688,7.599,7.295
2017-01-27,7,1120.7,921.99,7.576,7.571,7.305
2017-01-28,7,1302.68,993.65,7.544,7.494,7.316
2017-01-29,7,1167.37,931.8,7.561,7.509,7.327
2017-01-30,7,1183.76,904.77,7.613,7.498,7.338
2017-01-31,7,1049.53,906.98,7.808,7.804,7.348
2017-02-01,7,1103.54,827.58,7.747,7.633,7.358
2017-02-02,7,1085.9,844.09,7.67,7.548,7.369
2017-02-03,7,1013.0,790.07,7.718,7.726,7.379
2017-02-04,7,1330.74,933.18,7.718,7.758,7.389
2017-02-05,7,938.79,920.92,7.613,7.53,7.399
2017-02-06,7,943.99,876.19,7.488,7.489,7.409
2017-02-07,7,912.37,862.34,7.596,7.586,7.418
2017-02-08,7,851.26,798.67,7.602,7.548,7.428
2017-02-09,7,1032.41,840.9,7.52,7.536,7.438
2017-02-10,7,957.15,907.16,7.724,7.666,7.447
2017-02-11,7,849.05,845.15,7.582,7.558,7.456
2017-02-12,7,980.37,817.2,7.536,7.423,7.465
2017-02-13,7,791.75,772.14,7.692,7.582,7.474
2017-02-14,7,810.1,879.03,7.637,7.646,7.483
2017-02-15,7,817.99,825.64,7.674,7.652,7.492
2017-02-16,7,726.33,764.34,7.555,7.498,7.5
2017-02-17,7,717.16,791.57,7.723,7.769,7.508
2017-02-18,7,965.05,777.66,8.04,8.085,7.517
2017-02-19,7,1032.5,816.6,7.774,7.746,7.525
2017-02-20,7,1129.34,827.7,7.911,7.788,7.533
2017-02-21,7,1059.5,802.44,7.827,7.772,7.54
2017-02-22,7,1115.57,847.25,8.113,8.021,7.548
2017-02-23,7,986.64,823.2,8.004,7.959,7.555
2017-02-24,7,1150.93,858.4,7.935,7.838,7.562
2017-02-25,7,1118.68,809.87,7.821,7.712,7.57
2017-02-26,7,1211.11,930.5,7.848,7.684,7.576
2017-02-27,7,1050.95,806.07,7.993,7.951,7.583
2017-02-28,7,930.95,796.48,7.831,7.666,7.59
2017-03-01,7,1076.44,794.8,7.84,7.774,7.596
2017-03-02,7,1167.11,826.29,7.953,7.938,7.602
2017-03-03,7,1006.57,776.78,7.969,7.883,7.608
2017-03-04,7,1040.13,850.86,7.995,7.89,7.614
2017-03-05,7,977.65,777.74,7.935,7.881,7.62
2017-03-06,7,1056.15,854.24,8.049,7.958,7.626
2017-03-07,7,999.99,805.68,7.912,7.871,7.631
2017-03-08,7,930.24,844.26,7.836,7.734,7.636
2017-03-09,7,947.54,883.6,7.808,7.753,7.641
2017-03-10,7,1071.65,948.1,7.844,7.776,7.646
2017-03-11,7,901.43,834.91,7.895,7.844,7.65
2017-03-12,7,856.0,872.69,7.768,7.8,7.655
2017-03-13,7,866.57,858.04,7.756,7.716,7.659
2017-03-14,7,862.69,858.42,7.678,7.653,7.663
2017-03-15,7,899.9,869.4,7.655,7.574,7.666
2017-03-16,7,1108.64,928.84,7.806,7.767,7.67
2017-03-17,7,1071.88,888.5,7.815,7.751,7.673
2017-03-18,7,1323.37,989.86,7.94,7.891,7.677
2017-03-19,7,1191.46,931.19,7.96,7.942,7.68
2017-03-20,7,1029.52,886.7,8.154,8.079,7.682
2017-03-21,7,1177.55,914.53,8.105,8.035,7.685
2017-03-22,7,1091.52,904.47,7.936,7.862,7.687
2017-03-23,7,1352.21,965.56,8.004,7.929,7.69
2017-03-24,7,1010.28,885.04,8.074,8.033,7.692
2017-03-25,7,1170.8,900.09,7.993,7.925,7.693
2017-03-26,7,1116.92,930.72,7.98,8.005,7.695
2017-03-27,7,1243.19,979.48,8.019,8.103,7.696
2017-03-28,7,1326.74,1002.61,8.135,8.056,7.697
2017-03-29,7,1367.11,1011.36,8.143,8.108,7.698
2017-03-30,7,1246.0,984.87,7.99,7.992,7.699
2017-03-31,7,1286.15,966.38,8.086,8.023,7.7
2017-04-01,7,1216.66,999.72,8.049,7.95,7.7
2017-04-02,7,1204.68,934.12,7.969,8.006,7.7
2017-04-03,7,1230.72,911.52,8.026,8.01,7.7
2017-04-04,7,1287.37,992.91,7.948,7.914,7.7
2017-04-05,7,1158.4,943.59,8.142,8.165,7.699
2017-04-06,7,1219.32,977.28,8.173,8.161,7.698
2017-04-07,7,1329.82,984.14,8.015,7.962,7.697
2017-04-08,7,951.71,988.64,7.794,7.696,7.696
2017-04-09,7,986.52,1012.38,7.929,7.855,7.695
2017-04-10,7,1106.81,1007.91,7.941,7.951,7.693
2017-04-11,7,999.09,984.45,7.753,7.737,7.692
2017-04-12,7,896.98,960.61,7.828,7.769,7.69
2017-04-13,7,1132.53,977.95,7.833,7.871,7.688
2017-04-14,7,914.93,951.04,7.774,7.716,7.685
2017-04-15,7,995.17,962.41,7.864,7.863,7.683
2017-04-16,7,1058.42,1057.96,7.774,7.735,7.68
2017-04-17,7,994.8,969.42,7.784,7.83,7.677
2017-04-18,7,1169.5,975.21,8.016,8.003,7.674
2017-04-19,7,1235.41,930.88,7.901,7.854,7.67
2017-04-20,7,1262.4,987.13,7.852,7.793,7.667
2017-04-21,7,1313.13,973.63,8.087,8.036,7.663
2017-04-22,7,1183.71,969.25,7.95,7.864,7.659
2017-04-23,7,1361.52,945.08,8.176,8.058,7.655
2017-04-24,7,1082.69,968.74,8.158,8.124,7.651
2017-04-25,7,1111.03,971.87,7.956,7.879,7.646
2017-04-26,7,1314.29,931.96,8.179,8.102,7.641
2017-04-27,7,1193.64,912.62,8.062,8.007,7.637
2017-04-28,7,1222.64,942.44,7.93,7.882,7.631
2017-04-29,7,1140.05,873.94,7.77,7.72,7.626
2017-04-30,7,1151.07,874.87,8.026,8.063,7.621
2017-05-01,7,1154.95,892.55,7.968,7.951,7.615
2017-05-02,7,987.48,827.92,7.994,8.049,7.609
2017-05-03,7,1218.38,912.33,7.935,7.863,7.603
2017-05-04,7,1116.82,844.25,7.855,7.845,7.597
2017-05-05,7,1185.13,856.14,7.906,7.837,7.591
2017-05-06,7,1024.38,860.0,7.791,7.713,7.584
2017-05-07,7,929.85,863.82,7.699,7.756,7.577
2017-05-08,7,804.82,845.58,7.692,7.603,7.57
2017-05-09,7,1013.77,850.62,7.592,7.43,7.563
2017-05-10,7,819.87,846.49,7.713,7.628,7.556
2017-05-11,7,892.63,828.78,7.61,7.459,7.549
2017-05-12,7,837.45,813.49,7.765,7.667,7.541
2017-05-13,7,888.41,874.81,7.625,7.532,7.533
2017-05-14,7,844.49,760.02,7.652,7.604,7.526
2017-05-15,7,880.8,823.52,7.841,7.688,7.518
2017-05-16,7,885.6,811.68,7.635,7.645,7.509
2017-05-17,7,827.66,840.48,7.616,7.472,7.501
2017-05-18,7,970.96,773.02,7.889,7.833,7.493
2017-05-19,7,972.65,804.88,7.691,7.625,7.484
2017-05-20,7,1025.37,817.63,7.925,7.917,7.475
2017-05-21,7,1081.37,857.89,7.896,7.863,7.466
2017-05-22,7,1178.94,831.68,7.849,7.859,7.457
2017-05-23,7,972.7,778.63,7.528,7.46,7.448
2017-05-24,7,883.68,803.38,7.768,7.695,7.439
2017-05-25,7,1177.44,852.23,7.677,7.648,7.429
2017-05-26,7,1019.09,780.35,7.86,7.861,7.42
2017-05-27,7,1034.27,821.16,7.844,7.835,7.41
2017-05-28,7,1019.52,825.51,7.781,7.747,7.4
2017-05-29,7,972.83,814.59,7.644,7.606,7.39
2017-05-30,7,1318.26,925.07,7.85,7.798,7.38
2017-05-31,7,1043.82,819.23,7.699,7.67,7.37
2017-06-01,7,964.39,852.7,7.854,7.906,7.36
2017-06-02,7,1054.77,813.73,7.721,7.658,7.349
2017-06-03,7,1179.15,862.9,7.729,7.661,7.339
2017-06-04,7,1127.4,879.05,7.641,7.569,7.328
2017-06-05,7,813.98,832.4,7.58,7.55,7.318
2017-06-06,7,830.63,855.69,7.505,7.349,7.307
2017-06-07,7,811.67,831.11,7.561,7.505,7.296
2017-06-08,7,969.5,827.41,7.449,7.443,7.285
2017-06-09,7,949.16,908.93,7.42,7.344,7.274
2017-06-10,7,786.18,858.56,7.46,7.42,7.263
2017-06-11,7,863.39,798.89,7.517,7.573,7.252
2017-06-12,7,1008.91,950.65,7.472,7.438,7.24
2017-06-13,7,878.55,866.35,7.39,7.228,7.229
2017-06-14,7,863.18,891.38,7.219,7.099,7.218
2017-06-15,7,929.2,963.01,7.421,7.358,7.206
2017-06-16,7,1030.26,906.17,7.229,7.139,7.195
2017-06-17,7,974.5,910.92,7.336,7.291,7.183
2017-06-18,7,1150.07,879.06,7.512,7.447,7.171
2017-06-19,7,1122.12,870.14,7.396,7.405,7.16
2017-06-20,7,1201.22,926.72,7.528,7.423,7.148
2017-06-21,7,1171.22,950.26,7.658,7.598,7.136
2017-06-22,7,1194.73,953.09,7.449,7.41,7.124
2017-06-23,7,1268.01,930.18,7.524,7.491,7.112
2017-06-24,7,1316.96,952.13,7.639,7.596,7.101
2017-06-25,7,1044.78,891.27,7.508,7.337,7.089
2017-06-26,7,1222.7,975.56,7.375,7.329,7.077
2017-06-27,7,1295.28,968.69,7.434,7.376,7.065
2017-06-28,7,1470.86,1035.4,7.441,7.434,7.053
2017-06-29,7,1369.54,969.54,7.505,7.491,7.041
2017-06-30,7,1132.64,938.91,7.476,7.438,7.029
2017-07-01,7,1334.14,972.4,7.145,7.111,7.017
2017-07-02,7,1229.58,964.61,7.286,7.304,7.005
2017-07-03,7,1343.86,992.84,7.337,7.344,6.992
2017-07-04,7,1306.04,979.73,7.249,7.213,6.98
2017-07-05,7,1093.45,935.46,7.022,7.08,6.968
2017-07-06,7,1212.43,922.7,7.248,7.167,6.956
2017-07-07,7,1335.81,989.15,7.294,7.185,6.944
2017-07-08,7,1077.71,1027.97,7.04,6.99,6.932
2017-07-09,7,1011.3,981.56,6.991,6.922,6.92
2017-07-10,7,929.89,1006.09,7.062,6.888,6.908
2017-07-11,7,1117.43,1011.53,7.074,6.991,6.897
2017-07-12,7,1049.11,983.51,6.997,6.964,6.885
2017-07-13,7,920.97,943.4,7.133,7.08,6.873
2017-07-14,7,999.48,976.12,7.016,6.927,6.861
2017-07-15,7,1071.47,1008.57,6.929,6.882,6.849
2017-07-16,7,986.8,981.59,6.897,6.854,6.837
2017-07-17,7,1035.13,985.64,6.959,6.944,6.826
2017-07-18,7,1061.51,939.38,7.253,7.171,6.814
2017-07-19,7,1301.26,944.34,7.087,7.08,6.803
2017-07-20,7,1198.64,942.87,7.189,7.084,6.791
2017-07-21,7,1111.83,940.6,7.137,7.062,6.78
2017-07-22,7,1050.08,978.44,7.278,7.313,6.768
2017-07-23,7,1150.01,850.39,7.138,7.037,6.757
2017-07-24,7,1220.56,928.43,7.04,6.957,6.746
2017-07-25,7,1182.97,919.27,7.143,7.031,6.734
2017-07-26,7,1163.18,868.63,7.135,7.044,6.723
2017-07-27,7,1251.37,934.65,7.031,6.987,6.712
2017-07-28,7,1131.58,880.22,6.958,6.944,6.701
2017-07-29,7,1109.08,887.5,7.083,7.032,6.69
2017-07-30,7,1186.08,959.13,7.035,6.969,6.68
2017-07-31,7,1204.88,924.22,6.898,6.786,6.669
2017-08-01,7,1248.39,903.47,7.029,6.943,6.659
2017-08-02,7,1124.58,891.28,6.947,6.82,6.648
2017-08-03,7,1203.32,866.87,6.866,6.853,6.638
2017-08-04,7,1218.53,937.44,6.949,6.94,6.627
2017-08-05,7,962.17,890.52,6.87,6.818,6.617
2017-08-06,7,1032.9,831.37,6.854,6.826,6.607
2017-08-07,7,950.47,803.97,6.823,6.817,6.597
2017-08-08,7,1028.46,868.42,6.759,6.714,6.588
2017-08-09,7,830.84,842.47,6.776,6.795,6.578
2017-08-10,7,968.7,790.54,6.726,6.625,6.568
2017-08-11,7,888.95,851.96,6.621,6.553,6.559
2017-08-12,7,850.47,824.26,6.627,6.554,6.55
2017-08-13,7,745.05,849.29,6.642,6.624,6.541
2017-08-14,7,907.75,843.56,6.794,6.672,6.531
2017-08-15,7,775.04,804.54,6.759,6.781,6.523
2017-08-16,7,916.0,846.07,6.577,6.556,6.514
2017-08-17,7,770.4,804.95,6.66,6.697,6.505
2017-08-18,7,1139.63,806.06,6.815,6.763,6.497
2017-08-19,7,1053.68,801.81,6.826,6.749,6.489
2017-08-20,7,1248.52,859.63,6.788,6.77,6.48
2017-08-21,7,962.68,810.23,6.935,6.936,6.472
2017-08-22,7,1210.6,868.47,6.813,6.727,6.465
2017-08-23,7,994.78,883.64,6.824,6.674,6.457
2017-08-24,7,1024.84,796.52,6.817,6.676,6.449
2017-08-25,7,880.07,721.68,6.71,6.673,6.442
2017-08-26,7,1064.32,862.38,6.794,6.821,6.435
2017-08-27,7,1002.76,816.13,6.863,6.748,6.428
2017-08-28,7,957.94,800.4,6.889,6.825,6.421
2017-08-29,7,950.66,813.07,6.672,6.605,6.414
2017-08-30,7,1015.39,822.44,6.636,6.682,6.408
2017-08-31,7,1133.38,885.95,6.756,6.819,6.401
2017-09-01,7,1158.66,850.02,6.834,6.805,6.395
2017-09-02,7,1155.86,893.5,6.768,6.763,6.389
2017-09-03,7,1186.47,870.27,6.788,6.781,6.384
2017-09-04,7,975.28,846.78,6.619,6.505,6.378
2017-09-05,7,861.82,848.78,6.477,6.462,6.372
2017-09-06,7,981.93,887.12,6.342,6.241,6.367
2017-09-07,7,971.17,901.35,6.501,6.442,6.362
2017-09-08,7,895.59,912.84,6.334,6.341,6.357
2017-09-09,7,983.25,874.21,6.609,6.563,6.353
2017-09-10,7,901.71,895.0,6.623,6.628,6.348
2017-09-11,7,903.71,914.86,6.505,6.52,6.344
2017-09-12,7,965.43,886.56,6.369,6.231,6.34
2017-09-13,7,909.58,865.86,6.516,6.357,6.336
2017-09-14,7,890.13,882.91,6.631,6.639,6.332
2017-09-15,7,913.15,908.2,6.517,6.527,6.329
2017-09-16,7,911.59,945.23,6.57,6.533,6.325
2017-09-17,7,989.24,971.43,6.433,6.403,6.322
2017-09-18,7,1201.94,885.08,6.6,6.594,6.319
2017-09-19,7,1182.08,916.65,6.661,6.655,6.317
2017-09-20,7,1252.24,929.87,6.51,6.445,6.314
2017-09-21,7,1278.29,974.84,6.843,6.841,6.312
2017-09-22,7,1139.14,932.94,6.671,6.604,6.31
2017-09-23,7,1070.39,940.53,6.727,6.689,6.308
2017-09-24,7,1088.26,910.03,6.619,6.579,6.306
2017-09-25,7,1191.93,979.96,6.531,6.438,6.305
2017-09-26,7,1162.52,960.67,6.767,6.68,6.303
2017-09-27,7,1276.19,946.39,6.562,6.624,6.302
2017-09-28,7,1297.54,962.82,6.679,6.585,6.301
2017-09-29,7,1466.66,1013.62,6.686,6.655,6.301
2017-09-30,7,1137.47,940.91,6.656,6.635,6.3
2017-10-01,7,1325.34,948.17,6.587,6.535,6.3
2017-10-02,7,1428.9,1022.61,6.638,6.622,6.3
2017-10-03,7,1229.16,982.21,6.574,6.541,6.3
2017-10-04,7,1312.32,1003.39,6.715,6.622,6.301
2017-10-05,7,1361.06,994.01,6.697,6.674,6.301
2017-10-06,7,1237.86,978.33,6.65,6.573,6.302
2017-10-07,7,1217.03,966.59,6.607,6.644,6.303
2017-10-08,7,1006.54,1006.73,6.623,6.594,6.304
2017-10-09,7,875.64,1016.77,6.351,6.266,6.306
2017-10-10,7,1068.43,1012.12,6.334,6.301,6.307
2017-10-11,7,924.09,930.41,6.452,6.356,6.309
2017-10-12,7,978.39,1014.95,6.44,6.403,6.311
2017-10-13,7,1033.7,953.8,6.551,6.49,6.313
2017-10-14,7,874.7,936.61,6.517,6.426,6.316
2017-10-15,7,1062.69,953.53,6.471,6.379,6.318
2017-10-16,7,1071.99,984.66,6.511,6.583,6.321
2017-10-17,7,987.79,970.34,6.513,6.467,6.324
2017-10-18,7,1186.62,938.08,6.846,6.774,6.327
2017-10-19,7,1141.55,971.71,6.701,6.621,6.331
2017-10-20,7,1253.49,942.45,6.63,6.604,6.334
2017-10-21,7,1172.53,912.48,6.704,6.622,6.338
2017-10-22,7,1165.18,902.58,6.483,6.378,6.342
2017-10-23,7,1226.84,936.41,6.694,6.642,6.347
2017-10-24,7,1113.5,913.74,6.788,6.736,6.351
2017-10-25,7,991.12,862.99,6.754,6.683,6.356
2017-10-26,7,1259.37,935.23,6.734,6.64,6.36
2017-10-27,7,1170.31,883.19,6.767,6.698,6.365
2017-10-28,7,1165.99,950.14,6.809,6.735,6.37
2017-10-29,7,1093.98,839.76,6.84,6.759,6.376
2017-10-30,7,1202.11,877.04,6.767,6.731,6.381
2017-10-31,7,1161.63,853.45,6.712,6.773,6.387
2017-11-01,7,1027.02,838.5,6.558,6.575,6.393
2017-11-02,7,978.75,850.42,6.827,6.874,6.399
2017-11-03,7,1076.59,924.41,6.797,6.718,6.405
2017-11-04,7,1074.02,862.62,6.774,6.808,6.412
2017-11-05,7,963.07,825.27,6.513,6.475,6.418
2017-11-06,7,778.08,784.57,6.652,6.652,6.425
2017-11-07,7,785.98,784.18,6.562,6.534,6.432
2017-11-08,7,822.3,821.77,6.587,6.519,6.439
2017-11-09,7,820.86,814.78,6.592,6.578,6.447
2017-11-10,7,866.39,825.84,6.64,6.614,6.454
2017-11-11,7,711.83,751.19,6.52,6.381,6.462
2017-11-12,7,937.69,824.89,6.664,6.608,6.469
2017-11-13,7,894.9,861.8,6.57,6.563,6.477
2017-11-14,7,1099.42,880.71,6.581,6.544,6.485
2017-11-15,7,722.89,756.07,6.715,6.688,6.494
2017-11-16,7,933.71,793.17,6.573,6.485,6.502
2017-11-17,7,918.06,790.54,6.731,6.694,6.511
2017-11-18,7,1020.76,825.15,6.877,6.823,6.519
2017-11-19,7,962.67,777.36,6.746,6.686,6.528
2017-11-20,7,1051.92,879.32,6.996,6.912,6.537
2017-11-21,7,984.99,822.74,6.921,6.917,6.546
2017-11-22,7,1038.9,818.07,6.937,6.904,6.555
2017-11-23,7,1118.63,879.66,6.995,6.958,6.565
2017-11-24,7,942.3,825.26,7.044,7.097,6.574
2017-11-25,7,1223.99,842.11,6.95,6.924,6.584
2017-11-26,7,1004.94,804.44,6.993,7.003,6.594
2017-11-27,7,1001.98,785.71,6.983,6.947,6.604
2017-11-28,7,994.95,815.6,6.936,6.868,6.614
2017-11-29,7,1145.12,917.09,6.847,6.744,6.624
2017-11-30,7,1075.75,866.58,7.001,6.963,6.634
2017-12-01,7,1089.69,858.19,7.104,6.921,6.644
2017-12-02,7,1038.93,818.8,7.051,7.015,6.655
2017-12-03,7,1186.94,889.5,6.93,6.895,6.665
2017-12-04,7,1049.77,814.92,7.114,7.053,6.676
2017-12-05,7,1077.8,812.61,7.012,6.957,6.686
2017-12-06,7,895.06,853.08,6.68,6.567,6.697
2017-12-07,7,1011.18,946.36,6.94,6.959,6.708
2017-12-08,7,978.95,949.79,6.794,6.727,6.719
2017-12-09,7,986.79,873.07,7.023,6.924,6.73
2017-12-10,7,936.84,870.82,6.983,6.96,6.741
2017-12-11,7,874.06,842.59,6.884,6.84,6.753
2017-12-12,7,940.07,908.31,6.951,6.883,6.764
2017-12-13,7,954.63,916.8,7.119,7.046,6.775
2017-12-14,7,993.78,944.27,7.017,6.966,6.787
2017-12-15,7,997.32,953.93,6.967,6.985,6.798
2017-12-16,7,925.32,920.45,7.191,7.164,6.81
2017-12-17,7,1057.85,952.0,6.981,6.929,6.821
2017-12-18,7,1220.04,913.04,7.23,7.222,6.833
2017-12-19,7,1357.88,961.19,7.12,7.071,6.845
2017-12-20,7,1135.3,929.27,7.073,7.043,6.857
2017-12-21,7,1280.31,967.5,7.195,7.153,6.868
2017-12-22,7,1082.43,968.82,7.233,7.213,6.88
2017-12-23,7,1285.36,961.86,7.268,7.196,6.892
2017-12-24,7,1142.92,990.85,7.14,7.033,6.904
2017-12-25,7,1085.66,911.36,7.319,7.314,6.916
2017-12-26,7,1208.42,932.01,7.211,7.237,6.928
2017-12-27,7,1174.46,962.45,7.339,7.234,6.94
2017-12-28,7,1117.01,923.66,7.377,7.336,6.952
2017-12-29,7,1184.24,961.84,7.282,7.21,6.964
2017-12-30,7,1281.23,964.51,7.249,7.243,6.976
2017-12-31,7,1224.8,1024.62,7.461,7.424,6.988
2018-01-01,7,1246.11,984.55,7.42,7.536,7.0
2018-01-02,7,1259.52,1015.98,7.374,7.309,7.012
2018-01-03,7,1322.92,990.51,7.492,7.518,7.024
2018-01-04,7,1285.41,960.81,7.393,7.425,7.036
2018-01-05,7,1104.61,983.46,7.348,7.325,7.048
2018-01-06,7,1357.88,1003.15,7.33,7.282,7.06
2018-01-07,7,1242.94,1017.85,7.413,7.368,7.072
2018-01-08,7,1036.35,969.54,7.296,7.246,7.084
2018-01-09,7,891.28,914.24,7.357,7.364,7.096
2018-01-10,7,981.61,909.16,7.26,7.166,7.108
2018-01-11,7,1197.55,954.9,7.367,7.309,7.12
2018-01-12,7,934.24,881.21,7.265,7.2,7.132
2018-01-13,7,1035.79,1022.28,7.231,7.095,7.143
2018-01-14,7,1007.15,976.47,7.201,7.194,7.155
2018-01-15,7,866.43,929.17,7.276,7.28,7.167
2018-01-16,7,1058.87,908.19,7.227,7.145,7.179
2018-01-17,7,1051.79,978.38,7.501,7.503,7.19
2018-01-18,7,1065.8,898.58,7.587,7.458,7.202
2018-01-19,7,1066.14,896.9,7.556,7.507,7.213
2018-01-20,7,1144.8,900.55,7.713,7.656,7.225
2018-01-21,7,1245.12,926.04,7.482,7.436,7.236
2018-01-22,7,1105.31,938.36,7.586,7.541,7.247
2018-01-23,7,1295.03,952.88,7.769,7.715,7.259
2018-01-24,7,1189.63,942.15,7.608,7.539,7.27
2018-01-25,7,1076.05,900.03,7.827,7.771,7.281
2018-01-26,7,1146.47,930.14,7.705,7.723,7.292
2018-01-27,7,1220.09,865.38,7.757,7.678,7.303
2018-01-28,7,949.91,819.64,7.77,7.833,7.314
2018-01-29,7,1035.13,854.46,7.674,7.593,7.324
2018-01-30,7,1136.76,844.42,7.646,7.608,7.335
2018-01-31,7,1088.22,845.34,7.686,7.665,7.345
